event_occurrence_id,event_name,event_date_time_start,event_date_time_end,event_location,event_capacity,event_registration_deadline
780,Mentor Office Hours,7/6/25 10:00,7/6/25 12:00,Art Studio 2,100,6/29/25 10:00
781,Mentor Office Hours,4/17/22 10:00,4/17/22 12:00,Community Center Room A,100,4/10/22 10:00
782,Web Dev Bootcamp Night,9/9/22 10:00,9/9/22 12:00,Art Studio 2,100,9/2/22 10:00
783,Girls in STEAM Mentoring,5/30/23 10:00,5/30/23 12:00,Virtual Zoom,100,5/23/23 10:00
784,Robotics Lab Saturday,5/17/25 10:00,5/17/25 12:00,Local Library,100,5/10/25 10:00
785,Web Dev Bootcamp Night,6/21/24 10:00,6/21/24 12:00,Virtual Zoom,100,6/14/24 10:00
786,Data Science Study Group,11/9/22 10:00,11/9/22 12:00,Ella Rises HQ,100,11/2/22 10:00
787,Robotics Lab Saturday,12/16/23 10:00,12/16/23 12:00,Community Center Room A,100,12/9/23 10:00
788,Mentor Office Hours,9/10/23 10:00,9/10/23 12:00,Art Studio 2,100,9/3/23 10:00
789,Web Dev Bootcamp Night,3/21/25 10:00,3/21/25 12:00,Art Studio 2,100,3/14/25 10:00
790,Web Dev Bootcamp Night,1/28/22 10:00,1/28/22 12:00,Ella Rises HQ,100,1/21/22 10:00
791,Mentor Office Hours,5/15/22 10:00,5/15/22 12:00,Art Studio 2,100,5/8/22 10:00
792,Mentor Office Hours,2/12/23 10:00,2/12/23 12:00,Art Studio 2,100,2/5/23 10:00
793,Web Dev Bootcamp Night,1/13/23 10:00,1/13/23 12:00,Art Studio 2,100,1/6/23 10:00
794,Girls in STEAM Mentoring,5/7/24 10:00,5/7/24 12:00,Ella Rises HQ,100,4/30/24 10:00
795,Web Dev Bootcamp Night,8/23/24 10:00,8/23/24 12:00,Art Studio 2,100,8/16/24 10:00
796,Robotics Lab Saturday,11/19/22 10:00,11/19/22 12:00,Community Center Room A,100,11/12/22 10:00
797,Robotics Lab Saturday,8/9/25 10:00,8/9/25 12:00,Local Library,100,8/2/25 10:00
798,Robotics Lab Saturday,8/5/23 10:00,8/5/23 12:00,Community Center Room A,100,7/29/23 10:00
799,Mentor Office Hours,11/27/22 10:00,11/27/22 12:00,Ella Rises HQ,100,11/20/22 10:00
800,Intro to Painting Class,11/14/24 10:00,11/14/24 12:00,Local Library,100,11/7/24 10:00
801,Robotics Lab Saturday,5/7/22 10:00,5/7/22 12:00,Virtual Zoom,100,4/30/22 10:00
802,Intro to Painting Class,11/30/23 10:00,11/30/23 12:00,Ella Rises HQ,100,11/23/23 10:00
803,Robotics Lab Saturday,10/8/22 10:00,10/8/22 12:00,Virtual Zoom,100,10/1/22 10:00
804,Robotics Lab Saturday,11/4/23 10:00,11/4/23 12:00,Art Studio 2,100,10/28/23 10:00
805,Girls in STEAM Mentoring,12/17/24 10:00,12/17/24 12:00,Art Studio 2,100,12/10/24 10:00
806,Data Science Study Group,10/25/23 10:00,10/25/23 12:00,Local Library,100,10/18/23 10:00
807,Girls in STEAM Mentoring,6/3/25 10:00,6/3/25 12:00,Community Center Room A,100,5/27/25 10:00
808,Mentor Office Hours,6/5/22 10:00,6/5/22 12:00,Virtual Zoom,100,5/29/22 10:00
809,Intro to Painting Class,7/20/23 10:00,7/20/23 12:00,Ella Rises HQ,100,7/13/23 10:00
810,Intro to Painting Class,2/27/25 10:00,2/27/25 12:00,Community Center Room A,100,2/20/25 10:00
811,Intro to Painting Class,2/17/22 10:00,2/17/22 12:00,Local Library,100,2/10/22 10:00
812,Mentor Office Hours,3/31/24 10:00,3/31/24 12:00,Ella Rises HQ,100,3/24/24 10:00
813,Robotics Lab Saturday,4/5/25 10:00,4/5/25 12:00,Ella Rises HQ,100,3/29/25 10:00
814,Web Dev Bootcamp Night,10/21/22 10:00,10/21/22 12:00,Virtual Zoom,100,10/14/22 10:00
815,Monthly Art Studio Workshop,11/15/23 10:00,11/15/23 12:00,Virtual Zoom,100,11/8/23 10:00
816,Girls in STEAM Mentoring,4/9/24 10:00,4/9/24 12:00,Art Studio 2,100,4/2/24 10:00
817,Girls in STEAM Mentoring,8/23/22 10:00,8/23/22 12:00,Ella Rises HQ,100,8/16/22 10:00
818,Girls in STEAM Mentoring,10/7/25 10:00,10/7/25 12:00,Art Studio 2,100,9/30/25 10:00
819,Mentor Office Hours,8/25/24 10:00,8/25/24 12:00,Art Studio 2,100,8/18/24 10:00
820,Mentor Office Hours,2/4/24 10:00,2/4/24 12:00,Community Center Room A,100,1/28/24 10:00
821,Mentor Office Hours,3/26/23 10:00,3/26/23 12:00,Community Center Room A,100,3/19/23 10:00
822,Web Dev Bootcamp Night,7/5/24 10:00,7/5/24 12:00,Ella Rises HQ,100,6/28/24 10:00
823,Mentor Office Hours,12/3/23 10:00,12/3/23 12:00,Community Center Room A,100,11/26/23 10:00
824,Data Science Study Group,10/1/25 10:00,10/1/25 12:00,Ella Rises HQ,100,9/24/25 10:00
825,Leadership Circle Meetup,8/15/25 10:00,8/15/25 12:00,Local Library,100,8/8/25 10:00
826,Leadership Circle Meetup,5/15/25 10:00,5/15/25 12:00,Local Library,100,5/8/25 10:00
827,Robotics Lab Saturday,1/8/22 10:00,1/8/22 12:00,Art Studio 2,100,1/1/22 10:00
828,Mentor Office Hours,9/8/24 10:00,9/8/24 12:00,Local Library,100,9/1/24 10:00
829,Intro to Painting Class,3/3/22 10:00,3/3/22 12:00,Virtual Zoom,100,2/24/22 10:00
830,Robotics Lab Saturday,5/4/24 10:00,5/4/24 12:00,Community Center Room A,100,4/27/24 10:00
831,Leadership Circle Meetup,5/15/22 10:00,5/15/22 12:00,Art Studio 2,100,5/8/22 10:00
832,Girls in STEAM Mentoring,7/26/22 10:00,7/26/22 12:00,Art Studio 2,100,7/19/22 10:00
833,Mentor Office Hours,4/23/23 10:00,4/23/23 12:00,Art Studio 2,100,4/16/23 10:00
834,Monthly Art Studio Workshop,3/15/24 10:00,3/15/24 12:00,Ella Rises HQ,100,3/8/24 10:00
835,Data Science Study Group,6/11/25 10:00,6/11/25 12:00,Art Studio 2,100,6/4/25 10:00
836,Monthly Coding Club,3/15/23 10:00,3/15/23 12:00,Ella Rises HQ,100,3/8/23 10:00
837,Data Science Study Group,5/7/25 10:00,5/7/25 12:00,Ella Rises HQ,100,4/30/25 10:00
838,Intro to Painting Class,7/11/24 10:00,7/11/24 12:00,Local Library,100,7/4/24 10:00
839,Girls in STEAM Mentoring,7/30/24 10:00,7/30/24 12:00,Community Center Room A,100,7/23/24 10:00
840,Intro to Painting Class,2/23/23 10:00,2/23/23 12:00,Virtual Zoom,100,2/16/23 10:00
841,Monthly Coding Club,1/15/25 10:00,1/15/25 12:00,Ella Rises HQ,100,1/8/25 10:00
842,Mentor Office Hours,10/16/22 10:00,10/16/22 12:00,Local Library,100,10/9/22 10:00
843,Intro to Painting Class,2/20/25 10:00,2/20/25 12:00,Ella Rises HQ,100,2/13/25 10:00
844,Mentor Office Hours,9/22/24 10:00,9/22/24 12:00,Virtual Zoom,100,9/15/24 10:00
845,Robotics Lab Saturday,2/26/22 10:00,2/26/22 12:00,Virtual Zoom,100,2/19/22 10:00
846,Web Dev Bootcamp Night,8/30/24 10:00,8/30/24 12:00,Community Center Room A,100,8/23/24 10:00
847,Girls in STEAM Mentoring,10/3/23 10:00,10/3/23 12:00,Community Center Room A,100,9/26/23 10:00
848,Intro to Painting Class,5/2/24 10:00,5/2/24 12:00,Local Library,100,4/25/24 10:00
849,Girls in STEAM Mentoring,8/9/22 10:00,8/9/22 12:00,Community Center Room A,100,8/2/22 10:00
850,Robotics Lab Saturday,7/6/24 10:00,7/6/24 12:00,Community Center Room A,100,6/29/24 10:00
851,Leadership Circle Meetup,10/15/22 10:00,10/15/22 12:00,Virtual Zoom,100,10/8/22 10:00
852,Mentor Office Hours,2/23/25 10:00,2/23/25 12:00,Virtual Zoom,100,2/16/25 10:00
853,Monthly Art Studio Workshop,10/15/22 10:00,10/15/22 12:00,Ella Rises HQ,100,10/8/22 10:00
854,Intro to Painting Class,2/3/22 10:00,2/3/22 12:00,Virtual Zoom,100,1/27/22 10:00
855,Intro to Painting Class,10/17/24 10:00,10/17/24 12:00,Community Center Room A,100,10/10/24 10:00
856,Data Science Study Group,4/24/24 10:00,4/24/24 12:00,Art Studio 2,100,4/17/24 10:00
857,Intro to Painting Class,9/1/22 10:00,9/1/22 12:00,Virtual Zoom,100,8/25/22 10:00
858,Robotics Lab Saturday,4/8/23 10:00,4/8/23 12:00,Community Center Room A,100,4/1/23 10:00
859,Intro to Painting Class,3/23/23 10:00,3/23/23 12:00,Ella Rises HQ,100,3/16/23 10:00
860,Data Science Study Group,8/9/23 10:00,8/9/23 12:00,Virtual Zoom,100,8/2/23 10:00
861,Intro to Painting Class,3/17/22 10:00,3/17/22 12:00,Art Studio 2,100,3/10/22 10:00
862,Mentor Office Hours,12/4/22 10:00,12/4/22 12:00,Local Library,100,11/27/22 10:00
863,Robotics Lab Saturday,8/16/25 10:00,8/16/25 12:00,Art Studio 2,100,8/9/25 10:00
864,Girls in STEAM Mentoring,2/22/22 10:00,2/22/22 12:00,Community Center Room A,100,2/15/22 10:00
865,Girls in STEAM Mentoring,6/21/22 10:00,6/21/22 12:00,Ella Rises HQ,100,6/14/22 10:00
866,Robotics Lab Saturday,6/4/22 10:00,6/4/22 12:00,Local Library,100,5/28/22 10:00
867,Girls in STEAM Mentoring,9/2/25 10:00,9/2/25 12:00,Ella Rises HQ,100,8/26/25 10:00
868,Mentor Office Hours,7/16/23 10:00,7/16/23 12:00,Local Library,100,7/9/23 10:00
869,Leadership Circle Meetup,11/15/23 10:00,11/15/23 12:00,Virtual Zoom,100,11/8/23 10:00
870,Data Science Study Group,4/2/25 10:00,4/2/25 12:00,Local Library,100,3/26/25 10:00
871,Intro to Painting Class,3/14/24 10:00,3/14/24 12:00,Local Library,100,3/7/24 10:00
872,Robotics Lab Saturday,4/26/25 10:00,4/26/25 12:00,Art Studio 2,100,4/19/25 10:00
873,Robotics Lab Saturday,7/12/25 10:00,7/12/25 12:00,Virtual Zoom,100,7/5/25 10:00
874,Robotics Lab Saturday,10/15/22 10:00,10/15/22 12:00,Local Library,100,10/8/22 10:00
875,Girls in STEAM Mentoring,9/16/25 10:00,9/16/25 12:00,Ella Rises HQ,100,9/9/25 10:00
876,Robotics Lab Saturday,8/17/24 10:00,8/17/24 12:00,Ella Rises HQ,100,8/10/24 10:00
877,Intro to Painting Class,2/6/25 10:00,2/6/25 12:00,Community Center Room A,100,1/30/25 10:00
878,Web Dev Bootcamp Night,5/24/24 10:00,5/24/24 12:00,Ella Rises HQ,100,5/17/24 10:00
879,Data Science Study Group,9/11/24 10:00,9/11/24 12:00,Community Center Room A,100,9/4/24 10:00
880,Web Dev Bootcamp Night,1/6/23 10:00,1/6/23 12:00,Community Center Room A,100,12/30/22 10:00
881,Robotics Lab Saturday,10/14/23 10:00,10/14/23 12:00,Art Studio 2,100,10/7/23 10:00
882,Robotics Lab Saturday,6/17/23 10:00,6/17/23 12:00,Virtual Zoom,100,6/10/23 10:00
883,Monthly Art Studio Workshop,1/15/22 10:00,1/15/22 12:00,Virtual Zoom,100,1/8/22 10:00
884,Girls in STEAM Mentoring,10/31/23 10:00,10/31/23 12:00,Virtual Zoom,100,10/24/23 10:00
885,Intro to Painting Class,3/2/23 10:00,3/2/23 12:00,Ella Rises HQ,100,2/23/23 10:00
886,Mentor Office Hours,8/17/25 10:00,8/17/25 12:00,Virtual Zoom,100,8/10/25 10:00
887,Leadership Circle Meetup,9/15/25 10:00,9/15/25 12:00,Virtual Zoom,100,9/8/25 10:00
888,Girls in STEAM Mentoring,6/20/23 10:00,6/20/23 12:00,Art Studio 2,100,6/13/23 10:00
889,Web Dev Bootcamp Night,9/15/23 10:00,9/15/23 12:00,Virtual Zoom,100,9/8/23 10:00
890,Monthly Coding Club,12/15/21 10:00,12/15/21 12:00,Art Studio 2,100,12/8/21 10:00
891,Web Dev Bootcamp Night,2/21/25 10:00,2/21/25 12:00,Local Library,100,2/14/25 10:00
892,Data Science Study Group,8/17/22 10:00,8/17/22 12:00,Ella Rises HQ,100,8/10/22 10:00
893,Girls in STEAM Mentoring,11/4/25 10:00,11/4/25 12:00,Community Center Room A,100,10/28/25 10:00
894,Girls in STEAM Mentoring,11/7/23 10:00,11/7/23 12:00,Ella Rises HQ,100,10/31/23 10:00
895,Monthly Coding Club,9/15/25 10:00,9/15/25 12:00,Virtual Zoom,100,9/8/25 10:00
896,Intro to Painting Class,4/21/22 10:00,4/21/22 12:00,Community Center Room A,100,4/14/22 10:00
897,Intro to Painting Class,12/5/24 10:00,12/5/24 12:00,Ella Rises HQ,100,11/28/24 10:00
898,Web Dev Bootcamp Night,12/13/24 10:00,12/13/24 12:00,Ella Rises HQ,100,12/6/24 10:00
899,Girls in STEAM Mentoring,12/3/24 10:00,12/3/24 12:00,Ella Rises HQ,100,11/26/24 10:00
900,Intro to Painting Class,3/21/24 10:00,3/21/24 12:00,Ella Rises HQ,100,3/14/24 10:00
901,Robotics Lab Saturday,8/12/23 10:00,8/12/23 12:00,Community Center Room A,100,8/5/23 10:00
902,Mentor Office Hours,9/7/25 10:00,9/7/25 12:00,Virtual Zoom,100,8/31/25 10:00
903,Girls in STEAM Mentoring,4/25/23 10:00,4/25/23 12:00,Community Center Room A,100,4/18/23 10:00
904,Girls in STEAM Mentoring,1/25/22 10:00,1/25/22 12:00,Local Library,100,1/18/22 10:00
905,Mentor Office Hours,3/24/24 10:00,3/24/24 12:00,Local Library,100,3/17/24 10:00
906,Girls in STEAM Mentoring,8/1/23 10:00,8/1/23 12:00,Ella Rises HQ,100,7/25/23 10:00
907,Web Dev Bootcamp Night,5/16/25 10:00,5/16/25 12:00,Ella Rises HQ,100,5/9/25 10:00
908,Mentor Office Hours,12/15/24 10:00,12/15/24 12:00,Local Library,100,12/8/24 10:00
909,Intro to Painting Class,10/2/25 10:00,10/2/25 12:00,Virtual Zoom,100,9/25/25 10:00
910,Ella Rises Annual Leadership Conference,6/15/24 10:00,6/15/24 12:00,Local Library,100,6/8/24 10:00
911,Girls in STEAM Mentoring,6/18/24 10:00,6/18/24 12:00,Ella Rises HQ,100,6/11/24 10:00
912,Intro to Painting Class,9/25/25 10:00,9/25/25 12:00,Virtual Zoom,100,9/18/25 10:00
913,Robotics Lab Saturday,8/24/24 10:00,8/24/24 12:00,Virtual Zoom,100,8/17/24 10:00
914,Data Science Study Group,7/23/25 10:00,7/23/25 12:00,Ella Rises HQ,100,7/16/25 10:00
915,Monthly Art Studio Workshop,10/15/23 10:00,10/15/23 12:00,Ella Rises HQ,100,10/8/23 10:00
916,Data Science Study Group,5/8/24 10:00,5/8/24 12:00,Ella Rises HQ,100,5/1/24 10:00
917,Data Science Study Group,11/22/23 10:00,11/22/23 12:00,Community Center Room A,100,11/15/23 10:00
918,Intro to Painting Class,3/10/22 10:00,3/10/22 12:00,Community Center Room A,100,3/3/22 10:00
919,Girls in STEAM Mentoring,2/8/22 10:00,2/8/22 12:00,Ella Rises HQ,100,2/1/22 10:00
920,Web Dev Bootcamp Night,5/19/23 10:00,5/19/23 12:00,Community Center Room A,100,5/12/23 10:00
921,Web Dev Bootcamp Night,1/7/22 10:00,1/7/22 12:00,Local Library,100,12/31/21 10:00
922,Robotics Lab Saturday,7/30/22 10:00,7/30/22 12:00,Local Library,100,7/23/22 10:00
923,Intro to Painting Class,8/4/22 10:00,8/4/22 12:00,Ella Rises HQ,100,7/28/22 10:00
924,Data Science Study Group,12/14/22 10:00,12/14/22 12:00,Community Center Room A,100,12/7/22 10:00
925,Data Science Study Group,1/17/24 10:00,1/17/24 12:00,Ella Rises HQ,100,1/10/24 10:00
926,Intro to Painting Class,12/14/23 10:00,12/14/23 12:00,Ella Rises HQ,100,12/7/23 10:00
927,Intro to Painting Class,12/2/21 10:00,12/2/21 12:00,Community Center Room A,100,11/25/21 10:00
928,Robotics Lab Saturday,10/19/24 10:00,10/19/24 12:00,Virtual Zoom,100,10/12/24 10:00
929,Data Science Study Group,7/24/24 10:00,7/24/24 12:00,Ella Rises HQ,100,7/17/24 10:00
930,Intro to Painting Class,10/13/22 10:00,10/13/22 12:00,Art Studio 2,100,10/6/22 10:00
931,Girls in STEAM Mentoring,5/3/22 10:00,5/3/22 12:00,Community Center Room A,100,4/26/22 10:00
932,Girls in STEAM Mentoring,6/17/25 10:00,6/17/25 12:00,Local Library,100,6/10/25 10:00
933,Girls in STEAM Mentoring,11/21/23 10:00,11/21/23 12:00,Virtual Zoom,100,11/14/23 10:00
934,Data Science Study Group,3/5/25 10:00,3/5/25 12:00,Community Center Room A,100,2/26/25 10:00
935,Monthly Coding Club,8/15/24 10:00,8/15/24 12:00,Art Studio 2,100,8/8/24 10:00
936,Girls in STEAM Mentoring,2/25/25 10:00,2/25/25 12:00,Community Center Room A,100,2/18/25 10:00
937,Girls in STEAM Mentoring,4/30/24 10:00,4/30/24 12:00,Ella Rises HQ,100,4/23/24 10:00
938,Girls in STEAM Mentoring,3/22/22 10:00,3/22/22 12:00,Local Library,100,3/15/22 10:00
939,Mentor Office Hours,4/10/22 10:00,4/10/22 12:00,Community Center Room A,100,4/3/22 10:00
940,Data Science Study Group,1/10/24 10:00,1/10/24 12:00,Virtual Zoom,100,1/3/24 10:00
941,Monthly Art Studio Workshop,2/15/23 10:00,2/15/23 12:00,Ella Rises HQ,100,2/8/23 10:00
942,Web Dev Bootcamp Night,7/14/23 10:00,7/14/23 12:00,Art Studio 2,100,7/7/23 10:00
943,Leadership Circle Meetup,4/15/22 10:00,4/15/22 12:00,Community Center Room A,100,4/8/22 10:00
944,Web Dev Bootcamp Night,4/12/24 10:00,4/12/24 12:00,Community Center Room A,100,4/5/24 10:00
945,Girls in STEAM Mentoring,10/1/24 10:00,10/1/24 12:00,Art Studio 2,100,9/24/24 10:00
946,Mentor Office Hours,1/7/24 10:00,1/7/24 12:00,Art Studio 2,100,12/31/23 10:00
947,Robotics Lab Saturday,1/28/23 10:00,1/28/23 12:00,Local Library,100,1/21/23 10:00
948,Data Science Study Group,9/4/24 10:00,9/4/24 12:00,Ella Rises HQ,100,8/28/24 10:00
949,Intro to Painting Class,10/16/25 10:00,10/16/25 12:00,Art Studio 2,100,10/9/25 10:00
950,Web Dev Bootcamp Night,4/14/23 10:00,4/14/23 12:00,Ella Rises HQ,100,4/7/23 10:00
951,Data Science Study Group,6/28/23 10:00,6/28/23 12:00,Local Library,100,6/21/23 10:00
952,Robotics Lab Saturday,7/22/23 10:00,7/22/23 12:00,Virtual Zoom,100,7/15/23 10:00
953,Web Dev Bootcamp Night,8/8/25 10:00,8/8/25 12:00,Virtual Zoom,100,8/1/25 10:00
954,Web Dev Bootcamp Night,11/10/23 10:00,11/10/23 12:00,Virtual Zoom,100,11/3/23 10:00
955,Robotics Lab Saturday,1/14/23 10:00,1/14/23 12:00,Virtual Zoom,100,1/7/23 10:00
956,Robotics Lab Saturday,9/9/23 10:00,9/9/23 12:00,Local Library,100,9/2/23 10:00
957,Robotics Lab Saturday,5/24/25 10:00,5/24/25 12:00,Art Studio 2,100,5/17/25 10:00
958,Web Dev Bootcamp Night,5/10/24 10:00,5/10/24 12:00,Virtual Zoom,100,5/3/24 10:00
959,Web Dev Bootcamp Night,7/1/22 10:00,7/1/22 12:00,Ella Rises HQ,100,6/24/22 10:00
960,Monthly Coding Club,11/15/23 10:00,11/15/23 12:00,Community Center Room A,100,11/8/23 10:00
961,Robotics Lab Saturday,8/10/24 10:00,8/10/24 12:00,Virtual Zoom,100,8/3/24 10:00
962,Leadership Circle Meetup,11/15/22 10:00,11/15/22 12:00,Art Studio 2,100,11/8/22 10:00
963,Robotics Lab Saturday,11/13/21 10:00,11/13/21 12:00,Virtual Zoom,100,11/6/21 10:00
964,Monthly Art Studio Workshop,1/15/23 10:00,1/15/23 12:00,Art Studio 2,100,1/8/23 10:00
965,Monthly Art Studio Workshop,5/15/25 10:00,5/15/25 12:00,Virtual Zoom,100,5/8/25 10:00
966,Leadership Circle Meetup,1/15/24 10:00,1/15/24 12:00,Ella Rises HQ,100,1/8/24 10:00
967,Mentor Office Hours,7/23/23 10:00,7/23/23 12:00,Virtual Zoom,100,7/16/23 10:00
968,Data Science Study Group,4/5/23 10:00,4/5/23 12:00,Art Studio 2,100,3/29/23 10:00
969,Girls in STEAM Mentoring,8/8/23 10:00,8/8/23 12:00,Art Studio 2,100,8/1/23 10:00
970,Data Science Study Group,3/30/22 10:00,3/30/22 12:00,Art Studio 2,100,3/23/22 10:00
971,Girls in STEAM Mentoring,12/14/21 10:00,12/14/21 12:00,Virtual Zoom,100,12/7/21 10:00
972,Web Dev Bootcamp Night,11/22/24 10:00,11/22/24 12:00,Art Studio 2,100,11/15/24 10:00
973,Monthly Coding Club,9/15/22 10:00,9/15/22 12:00,Ella Rises HQ,100,9/8/22 10:00
974,Web Dev Bootcamp Night,12/2/22 10:00,12/2/22 12:00,Virtual Zoom,100,11/25/22 10:00
975,Mentor Office Hours,2/19/23 10:00,2/19/23 12:00,Art Studio 2,100,2/12/23 10:00
976,Monthly Coding Club,6/15/22 10:00,6/15/22 12:00,Local Library,100,6/8/22 10:00
977,Data Science Study Group,2/26/25 10:00,2/26/25 12:00,Community Center Room A,100,2/19/25 10:00
978,Robotics Lab Saturday,3/1/25 10:00,3/1/25 12:00,Local Library,100,2/22/25 10:00
979,Girls in STEAM Mentoring,6/25/24 10:00,6/25/24 12:00,Community Center Room A,100,6/18/24 10:00
980,Data Science Study Group,1/12/22 10:00,1/12/22 12:00,Local Library,100,1/5/22 10:00
981,Intro to Painting Class,3/6/25 10:00,3/6/25 12:00,Community Center Room A,100,2/27/25 10:00
982,Intro to Painting Class,6/5/25 10:00,6/5/25 12:00,Virtual Zoom,100,5/29/25 10:00
983,Web Dev Bootcamp Night,5/12/23 10:00,5/12/23 12:00,Ella Rises HQ,100,5/5/23 10:00
984,Intro to Painting Class,8/28/25 10:00,8/28/25 12:00,Ella Rises HQ,100,8/21/25 10:00
985,Intro to Painting Class,7/17/25 10:00,7/17/25 12:00,Ella Rises HQ,100,7/10/25 10:00
986,Intro to Painting Class,9/7/23 10:00,9/7/23 12:00,Ella Rises HQ,100,8/31/23 10:00
987,Mentor Office Hours,8/11/24 10:00,8/11/24 12:00,Community Center Room A,100,8/4/24 10:00
988,Intro to Painting Class,3/20/25 10:00,3/20/25 12:00,Local Library,100,3/13/25 10:00
989,Girls in STEAM Mentoring,4/23/24 10:00,4/23/24 12:00,Virtual Zoom,100,4/16/24 10:00
990,Monthly Art Studio Workshop,4/15/25 10:00,4/15/25 12:00,Virtual Zoom,100,4/8/25 10:00
991,Robotics Lab Saturday,11/11/23 10:00,11/11/23 12:00,Art Studio 2,100,11/4/23 10:00
992,Intro to Painting Class,8/25/22 10:00,8/25/22 12:00,Ella Rises HQ,100,8/18/22 10:00
993,Web Dev Bootcamp Night,2/4/22 10:00,2/4/22 12:00,Ella Rises HQ,100,1/28/22 10:00
994,Data Science Study Group,2/16/22 10:00,2/16/22 12:00,Virtual Zoom,100,2/9/22 10:00
995,Intro to Painting Class,7/4/24 10:00,7/4/24 12:00,Virtual Zoom,100,6/27/24 10:00
996,Web Dev Bootcamp Night,3/7/25 10:00,3/7/25 12:00,Art Studio 2,100,2/28/25 10:00
997,Data Science Study Group,10/18/23 10:00,10/18/23 12:00,Ella Rises HQ,100,10/11/23 10:00
998,Mentor Office Hours,9/15/24 10:00,9/15/24 12:00,Local Library,100,9/8/24 10:00
999,Mentor Office Hours,6/12/22 10:00,6/12/22 12:00,Ella Rises HQ,100,6/5/22 10:00
1000,Web Dev Bootcamp Night,8/18/23 10:00,8/18/23 12:00,Ella Rises HQ,100,8/11/23 10:00
1001,Intro to Painting Class,1/19/23 10:00,1/19/23 12:00,Local Library,100,1/12/23 10:00
1002,Robotics Lab Saturday,10/22/22 10:00,10/22/22 12:00,Ella Rises HQ,100,10/15/22 10:00
1003,Data Science Study Group,2/1/23 10:00,2/1/23 12:00,Ella Rises HQ,100,1/25/23 10:00
1004,Mentor Office Hours,5/8/22 10:00,5/8/22 12:00,Local Library,100,5/1/22 10:00
1005,Intro to Painting Class,1/27/22 10:00,1/27/22 12:00,Ella Rises HQ,100,1/20/22 10:00
1006,Intro to Painting Class,5/25/23 10:00,5/25/23 12:00,Virtual Zoom,100,5/18/23 10:00
1007,Monthly Coding Club,3/15/25 10:00,3/15/25 12:00,Art Studio 2,100,3/8/25 10:00
1008,Monthly Art Studio Workshop,11/15/24 10:00,11/15/24 12:00,Art Studio 2,100,11/8/24 10:00
1009,Monthly Coding Club,7/15/22 10:00,7/15/22 12:00,Local Library,100,7/8/22 10:00
1010,Robotics Lab Saturday,10/12/24 10:00,10/12/24 12:00,Local Library,100,10/5/24 10:00
1011,Robotics Lab Saturday,10/11/25 10:00,10/11/25 12:00,Local Library,100,10/4/25 10:00
1012,Intro to Painting Class,9/14/23 10:00,9/14/23 12:00,Community Center Room A,100,9/7/23 10:00
1013,Data Science Study Group,2/15/23 10:00,2/15/23 12:00,Local Library,100,2/8/23 10:00
1014,Monthly Art Studio Workshop,6/15/23 10:00,6/15/23 12:00,Art Studio 2,100,6/8/23 10:00
1015,Girls in STEAM Mentoring,8/2/22 10:00,8/2/22 12:00,Ella Rises HQ,100,7/26/22 10:00
1016,Data Science Study Group,8/24/22 10:00,8/24/22 12:00,Community Center Room A,100,8/17/22 10:00
1017,Web Dev Bootcamp Night,3/11/22 10:00,3/11/22 12:00,Community Center Room A,100,3/4/22 10:00
1018,Leadership Circle Meetup,6/15/22 10:00,6/15/22 12:00,Local Library,100,6/8/22 10:00
1019,STEAM Summit & Expo,6/15/24 10:00,6/15/24 12:00,Local Library,100,6/8/24 10:00
1020,Monthly Coding Club,4/15/22 10:00,4/15/22 12:00,Local Library,100,4/8/22 10:00
1021,Monthly Coding Club,5/15/22 10:00,5/15/22 12:00,Virtual Zoom,100,5/8/22 10:00
1022,Monthly Coding Club,1/15/23 10:00,1/15/23 12:00,Virtual Zoom,100,1/8/23 10:00
1023,Monthly Coding Club,5/15/23 10:00,5/15/23 12:00,Virtual Zoom,100,5/8/23 10:00
1024,Monthly Coding Club,8/15/23 10:00,8/15/23 12:00,Ella Rises HQ,100,8/8/23 10:00
1025,Monthly Coding Club,9/15/23 10:00,9/15/23 12:00,Community Center Room A,100,9/8/23 10:00
1026,Monthly Coding Club,10/15/23 10:00,10/15/23 12:00,Virtual Zoom,100,10/8/23 10:00
1027,Monthly Coding Club,3/15/24 10:00,3/15/24 12:00,Community Center Room A,100,3/8/24 10:00
1028,Monthly Coding Club,7/15/24 10:00,7/15/24 12:00,Community Center Room A,100,7/8/24 10:00
1029,Monthly Coding Club,9/15/24 10:00,9/15/24 12:00,Community Center Room A,100,9/8/24 10:00
1030,Monthly Coding Club,11/15/24 10:00,11/15/24 12:00,Community Center Room A,100,11/8/24 10:00
1031,Monthly Coding Club,5/15/25 10:00,5/15/25 12:00,Art Studio 2,100,5/8/25 10:00
1032,Monthly Art Studio Workshop,4/15/22 10:00,4/15/22 12:00,Art Studio 2,100,4/8/22 10:00
1033,Monthly Art Studio Workshop,7/15/23 10:00,7/15/23 12:00,Local Library,100,7/8/23 10:00
1034,Monthly Art Studio Workshop,12/15/23 10:00,12/15/23 12:00,Community Center Room A,100,12/8/23 10:00
1035,Monthly Art Studio Workshop,4/15/24 10:00,4/15/24 12:00,Ella Rises HQ,100,4/8/24 10:00
1036,Monthly Art Studio Workshop,8/15/24 10:00,8/15/24 12:00,Community Center Room A,100,8/8/24 10:00
1037,Monthly Art Studio Workshop,1/15/25 10:00,1/15/25 12:00,Virtual Zoom,100,1/8/25 10:00
